"content","dataset","label"
"400 Bad Request The request could not be understood by the server due to malformed syntax. The client SHOULD NOT repeat the request without modifications.","D1CrackingArena","NO"
"ty my good manager","D1CrackingArena","NO"
"Download file Peterandcory_24_03_2014_8_49_30_PM_Cam4.mp4 &mdash; Upload, store & share your files on Upstore I wanna download this link Who can help me","D1CrackingArena","NO"
"Thanks for sharing. Gonny check it out.","D1CrackingArena","NO"
"thnx for the upload","D1CrackingArena","NO"
"Quote: Originally Posted by Errorx0void *** hidden content *** :sAni_monke y::sAni_mon key::sAni_m onkey::sAni _monkey::sA ni_monkey:","D1CrackingArena","NO"
"ohhh my god thanks a lot man great site","D1CrackingArena","NO"
"I think i am new thats why i can't access this page: http://www.crackingarena.com/f2/vip-...tions-691.html I will soon be getting a VIP.","D1CrackingArena","NO"
"Quote: Originally Posted by _CrackeR_ Tested 100 % new version Download Link *** hidden content ***","D1CrackingArena","NO"
"When I run sentry it just times out on this site. Can someone help me? snapchatweb.com/login.php","D1CrackingArena","YES"
"2/10 nope, I dont like ass as much!","D1CrackingArena","NO"
"invalid link can these be moved to dead hmmm","D1CrackingArena","NO"
"inbox mailer Guaranteed gmail inbox in working great just upload zip file to your cpanel , extraxt and start spamming. have a lot of spamming fun cheap and fast Zippyshare.com - inbox.zip","D1CrackingArena","NO"
"hi all i have a file that its connect to database server by default user and pass and i want get this username and password please help me the login information is in Tform_vorod.MaskEdit2.KeyDown please help this is links for its file that needed for cracking ÃÂ¯ÃÂ§ÃÂÃÂÃÂÃÂ¯ QAMOZESH rar my email:tnt750@yahoo.com","D1CrackingArena","YES"
"Thnxxx for the good contribution!","D1CrackingArena","NO"
"Is it possible to change my hardware ids? or at least mask it.. [without using virtual machine software] because a lot of programs now a days use hardware id locked licence, I tried removing hard-wares from its place then putting it back (breaking the flow of static electricity) in hope that the computer recognize it as a new one and give it a new HWID, but that method EPICALLY FAILED and now I'm wondering if there is a third party program that can be used either to mask your ids.. or to inject fake HWIDs to a certain program of choice Thanks in advance hakoo","D1CrackingArena","YES"
"1. Sign up here: https://www.admitsee.com/?ref=X6H3Z9 (Using this link to sign up will give you a starting of $10. It is extremely simple to make money, as it is $5 per referral, but we are going to cheat our referrals) 2. After signing up, you will notice a balance of $10. If you do, click your account at the top right where the word ""YOU"" is and click on ""Refer Friends"". You will see something along the lines of ""Your invite code is ??????"" 3. Copy that code and replace the question marks with your code like this: ""https://www.admitsee.com/?ref=??????"". Now copy that link and we will use that in one second. 4. Go and download the Tor browser. This will act as a VPN. If you already have one, good. But Tor is suggested. 5. Go to FakeName********* and 10MinuteMail 6. Paste that link into your Tor browser and click sign up on the website. Use Generate a Random Name - Fake Name ********* to generate a random name for yourself. To make it more legit, click on the Tor icon at the top left of the browser and look for your VPN location. Enter that info into FakeName********* and click the ""Generate"" button. 7. Use 10 Minute Mail to generate a random email for 10 minutes. Enter that eMail adress into the website. 8. Create the account 9. After that, you should see $15 in your account instead of 10. Repeat this until you hit $100 and then payout! 10. Enjoy your free money! This method pays out to PayPal, Check, or ****/DEBIT.","D1CrackingArena","NO"
"I had recently found a post about consoles and AZZL was speaking about how PC games are probably the best. Now it made me think...WHY NOT share sites where you can get PC games, emulators, free programs and such? Obviously they do not crack porn sites but at least you will have CA for porn and then another site that we speak about on here. The sites that should be recommended are CLEAN sites. By that I mean the staff their should be active and the cracked tools, games, and so on should be clean. No sites recommended should have crazy pop ups and threads that are not moderated. It should not have tools, games, programs that are cracked but have trojans in them. I will check the recommended sites and if any of these are found the suggestion will be simply removed from this thread. I will start off with a site. VSTbase.com - All Music Apps. Download VST Plugins, Instruments, Samples, Sound Libraries and Tutorials This site i a producing member site (20 bucks or so) but you get ALL of the awesome music programs you ever need. I now have Komplete 9 with ALL of the maschine expansions and kontakt libraries. Since i have the hardware maschine (600 dollars) I have all i had ever needed. What sites do you recommend for music, programs, movies, games? www.teh-paradox.com They have games music movies programs. Most of the staff are friendly NO porn cracking sites. You have CA we take care of you guys so no need for those. and.. GO","D1CrackingArena","NO"
"I m here gonna share my Full Page script [Domain Inclusion] just like link bucks - but it's different from adfly. Limitation of adfly full page script, dey simply add ur unique ID see below example. http://adf[dot]ly/1092636/Google so, people will easily remove initial part - http://adf[dot]ly/1092636/ - and can have access to links directly But my Full Page Script with PHP can convert All Page Link into adfly Links Like, adf[dot]ly/9l7nn/ - so user can't skip it. --------------------------------------------------------------------------------------------------------------------------------------------------- To see Live demo on your own Site: Copy below code above For wordpress: most probably it will be in footer.php For blogger [to work on blogger u must need hosting to host PHP]: Edit HTML Code: After this test demo on your site by making test links: Code: Putlocker Testing Link Netload Testing Link Price : 10$ or [To have this php for free you must have to signup using my referral link - ly/?id=1062952]http://ad.fly/?id=1062952] Contact : sandippatel1110@gmail.com","D1CrackingArena","NO"
"You do not have sufficient rights to see the hidden data contained here. Framework (dlls) Download link Urlz.so &bull; Make Money For Sharing Your Links ! TO TURN THE TOOL CONTACT ME VIA PM","D1CrackingArena","NO"
"Code: Click View Proxy Code: Click View Proxy Attention directly using Proxy need not check again Activer Code: Sign UP","D1CrackingArena","NO"
"thx for this site share.","D1CrackingArena","NO"
"Hello i am trying to make config but problem is matched account ( cracked ) go in failure so can any1 suggest me where i m wrong or if can me config so please share Thanks This Site nymgo.com Code: [Wordlist] UserIndex=1 PassIndex=2 EmailIndex=0 82A308FB98CC9AE7C570C1D9D8047767=0 3280C050B4E24CBFB69911EE73324786=0 812387B21DF1D5C3EAC3E69E6DC12D27=0 D45ED24F4C276812849130F07F0E6899=0 [Settings] SiteURL=https://secure.nymgo.com/EN/login.php Timeout=20 WaitBot=0 ResolveHost=0 ComboFilter=0 ComboMode=0 EmailFilter=0 EmailMode=0 UsernameStart=6 UsernameEnd=8 InvalidChars= AllowedChars= Letters=0 Digits=0 Alpha=0 Email=0 LowerUpper=0 LetterDigit=0 SpeciaChar=0 PasswordStart=6 PasswordEnd=8 PasswordInvalidChars= PasswordAllowedChars= PasswordLetters=0 PasswordDigits=0 PasswordAlpha=0 PasswordEmail=0 PasswordLowerUpper=0 PasswordLetterDigit=0 PasswordSpeciaChar=0 ProxyActivate=10 ProxyRatio=4 ProxyCombo=0 WaitTime=5 BanWindowWidth=1 BanWindowRatio=10 BanWindowProxies=10 blnNoProxies=0 HTTPHeader= |Accept: */*|User-Agent: |Host: |Pragma: no-cache|Connection: keep-alive| RequestMethod=2 Referer=0 POSTData=username_log=&password_log=&pd=&er=&hash=7adbd30105ae7bbae64904d163214be7647dcfb6&location=&hashed=0 [Fake] AfterFP=1 blnSuccess=0 SuccessRetries=3 blnProcessErrors=0 blnCompleteNot=1 EnableConHits=0 ConHits=0 FollowRedirect=0 EnableConLength=0 ConLength=-1 SourceTags=1 UserField=0 HTTPFollow=1 blnForbToOK=0 ForbToOkLength=1000 blnBadOcrCode=0 BadOcrCodeRetries=3 [Keywords] EnableHeaderSuccess=0 EnableHeaderBan=0 EnableHeaderFail=0 EnableHeaderRetry=0 HeaderSuccess= HeaderBan= HeaderFail= HeaderRetry= EnableGlobalSourceRetry=1 EnableSourceSuccess=1 EnableSourceBan=0 EnableSourceFail=1 EnableSourceRetry=0 SourceSuccess=Logout\n\t\t\t\t ||","D1CrackingArena","YES"
"Quote: Originally Posted by tresplot *** hidden content *** thyankssssssssssss","D1CrackingArena","NO"
"check check and check","D1CrackingArena","NO"
"You do not have sufficient rights to see the hidden data contained here. 22-02-14 | Special: L1 Elite Country Sorted (610) You do not have sufficient rights to see the hidden data contained here. Socks5 You do not have sufficient rights to see the hidden data contained here.","D1CrackingArena","NO"
"What is the problem in config man ?","D1CrackingArena","NO"
"thanks cant wait to check this out!","D1CrackingArena","NO"
"Great !!! Many thx !","D1CrackingArena","NO"
"Instructions: You do not have sufficient rights to see the hidden data contained here. This appears as a broken image but really it records someones IP address. This can be used on almost every website even if they don't allow PHP.","D1CrackingArena","YES"
"FRESH ! FRESH !! FRESH AND VALID FULLZ AND CREDIT CARDS IS UPDATE HEREFRESH ! FRESH !! FRESH AND VALID FULLZ AND CREDIT CARDS IS UPDATE HERE I HAVE GOT FRESH FULLZ WITH GOOD BALANCE AND I ALSO PROVIDE ALL THE DETAILS OF THE FULLZ INFORMATION OF MY FULLZ First Name : Kathryn Middle Name : M Last Name : Ratledge Spouse Name : Ruth Ratledge Father Name : Thomas Ratledge Billing Address : 9 Ridgewood Dr City : Greenville State : CA Zip Code : 29615 Country : US Phone Number : 15629234492 Credit Card Information : ********* Card Type : Credit Credit Card Number : 4737033009002349 Exp. Date : 02/18 Name On Card : Kathryn Ratledge ***2 : 736 ATM Pin: 5910 Bank Name : Bankk of America Routing Number : 122000661 Account Number: 0222301305 Mother Maiden Name : Coleman Social Security Number : 340224188 Birth Day : 19 Birth Month : 8/June Birth Year : 1980 Account Information : ******* AOL ID : Glendeweese Password : BeenThere754 I WILL GET YOU GOOD FULLZ WITH GOOD BALANCE COUNTIES INSTOCK NOW * EURO * USA * CANADA * UK * ASIA * ITALY * GERMAN * AND MANY MORE YOU HIT ME AND ASK ABOUT YOUR COUNTRY TOO I ALSO HAVE GOOD CREDIT CARD WITH GOOD BALANCE OVER HERE INFORMATION OF MY CREDIT CARDS CCN 4147182090101116 CCV 197 EXP 0619 Holder info Name Deborah Mariotti DOB N/A Phone Address Country UNITED STATES State CA City Martinez Zip 94553 address 5319 Stonehurst Drive CCN 4833140007461733 CCV 568 EXP 0418 Holder info Name David Layton DOB N/A Phone 7205637997 Address Country UNITED STATES State CO City Fraser Zip 80442 address PO BOX 362 COUNTIES INSTOCK NOW * EURO * USA * CANADA * UK * ASIA YOU CAN ALSO HIT ME UP WITH YOUR BINS ===== RULES *Stuffs are given to you only after payment.! NO TIME WASTING *Stuffs will be send to you immediately after receive your payment.. *I check my stuffs at the request of the customer *I do not give any tests,please dont waste my time... * Instant Delivery with BTC ( BITCOIN ) or PM ( PERFECT MONEY ) YOU CAN CONTACT ME ON ICQ TO MAKE YOUR ORDER Via Y!M : fullz********** EMAIL : fullz********** ICQ : 816185 LET WORK NOW! LET WORK NOW !! LET WORK NOW !!! ...","D1CrackingArena","NO"
"Quote: Originally Posted by Persian Satan post proofs HI check the posts i have already done ?","D1CrackingArena","NO"
"lemme check this...thnks","D1CrackingArena","NO"
"hanx for sharing bro","D1CrackingArena","NO"
"Code: Click View Proxy Code: Click View Proxy Code: Click View Proxy Attention directly using Proxy need not check again Activer Code: Sign UP","D1CrackingArena","NO"
"if ur new at crack..is hard to start with sentry..so try to use C Force for popup sites is good and easy","D1CrackingArena","NO"
"I find that most modern day fps are just run and gun (open to try other games to prove otherwise). I mostly play cs:go competitive (currently silver 4 and working my way up). always up for a game when not in school. send me a pm and let's game. Other games: gunz 2 (whooo laggy beta started yesterday)[steam] deadman's cross [ios] epic heroes[ios] (also known as ""i am mt"")","D1CrackingArena","NO"
"It doesn't get much easier than this, you get paid a flat rate of 10 cents per click to click on ads. The you just need to leave the page open for 30 seconds (the browser window needs to remain in focus) and enter a verification code, and you will be credited 10 cents to your account. This can add up quickly, and it's much less hassle than taking endless surveys that never credit your account. I've already got a few bucks worth built up in my account. The only other caveat is that you need to have 10 referrals in order to cash out. I would really appreciate it if you could follow my referral link below, then you can get started on making some quick and easy money yourself! *Click Here Sign Up At MazBux!*","D1CrackingArena","NO"
